Name,Link,SKU,Supplier,Price_Inc_VAT,All_Images,Region,Brand,Quantity,Pieces_in_Pack,Pack_Size,Coverage_M2,Volume_M3,Product_Length_M,Product_Width,Product_Thickness,Product_Weight_Kg,Product_Type,Material,Unit_Type,Pack_Type,description
"FLOMASTA SIDE-ENTRY FILL VALVE 1/2""",https://www.screwfix.com/p/flomasta-side-entry-fill-valve-1-2-/589jn,589JN,Screwfix,9.68,"https://media.screwfix.com/is/image/ae235/589JN_A1, https://media.screwfix.com/is/image/ae235/589JN_A2, https://media.screwfix.com/is/image/ae235/589JN_A3, https://media.screwfix.com/is/image/ae235/589JN_P",UK (Default),Flomasta,1,1,1,0.030872 m2 (Calculated),0.001698 m3 (Calculated),0.227,0.136,0.055,N/A,Fill Valves,Plastic Body,N/A,N/A,"Compact, side-entry valve with delayed and silent fill. 100mm height adjustment.

Key Features:
• Plastic Body & Brass Shank
• Height: 227mm
• Suitable for High & Low Pressure Systems
• Compatible with Cisterns with Side Inlet Hole
• Silent Fill"
VIVA SKYLO DUAL-ENTRY CONCEALED CISTERN 7LTR,https://www.screwfix.com/p/viva-skylo-dual-entry-concealed-cistern-7ltr/259hr,259HR,Screwfix,47.48,https://media.screwfix.com/is/image/ae235/259HR_P,UK (Default),Viva,1,1,1,0.107100 m2 (Calculated),0.014459 m3 (Calculated),0.315,0.34,0.135,N/A,Dual-Entry Concealed Cistern,N/A,N/A,N/A,"Universal slimline concealed cistern. Complete with universal float valve which can switch between bottom or side-entry.

Key Features:
• Push-Button
• Dual-Flush
• Bottom Or Side-Entry
• Easy Twist & Remove Dual-Flush Valve
• Delayed Fill
• Easy Install Mounting Bracket"
MCALPINE RIGID 20MM OFFSET TOILET PAN CONNECTOR WHITE 120MM,https://www.screwfix.com/p/mcalpine-rigid-20mm-offset-toilet-pan-connector-white-120mm/3244p,3244P,Screwfix,8.15,"https://media.screwfix.com/is/image/ae235/3244P_P, https://media.screwfix.com/is/image/ae235/3244P_A1",UK (Default),McAlpine,1,1,1,N/A,N/A,0.12,N/A,N/A,N/A,Toilet Pan Connector,Polypropylene & Rubber,N/A,N/A,"Polypropylene, rigid toilet connector with 20mm offset. 97-107mm inlet and 110mm outlet.

Key Features:
• Polypropylene & Rubber Construction
• 110mm Outlet
• 97-107mm Inlet"
"VIVA 1 1/2"" CLOSE COUPLING KIT",https://www.screwfix.com/p/viva-1-1-2-close-coupling-kit/924ht,924HT,Screwfix,6.2,https://media.screwfix.com/is/image/ae235/924HT_P,UK (Default),Viva,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,"1 1/2"" Close Coupling Kit",N/A,N/A,N/A,"Close coupling kit, for connecting toilet cistern to bowl.

Key Features:
• Easy & Simple to Fit
• Hardwearing"
"FLOMASTA 1 1/2"" DUAL FLUSH VALVE",https://www.screwfix.com/p/flomasta-1-1-2-dual-flush-valve/439pw,439PW,Screwfix,13.29,"https://media.screwfix.com/is/image/ae235/439PW_A3, https://media.screwfix.com/is/image/ae235/439PW_A4, https://media.screwfix.com/is/image/ae235/439PW_A5, https://media.screwfix.com/is/image/ae235/439PW_P, https://media.screwfix.com/is/image/ae235/439PW_A1, https://media.screwfix.com/is/image/ae235/439PW_A2",UK (Default),Flomasta,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Flush Valves,N/A,N/A,N/A,"Compact dual flush button valve to fit both 1 1/2"" and 2"" outlet size and button hole 16-50mm. Provides a stable flush volume under different water pressure and improves water efficiency with a half or full flush option. Fitted with a silicone gasket with excellent corrosion-resistant performance. Perfect for retro-fit repairs and is compatible with most toilets and cisterns.

Key Features:
• Easy to Install
• Half or Full Flush Options
• 200,000 Life Cycle Tested"
MCALPINE FLEXIBLE STRAIGHT ADJUSTABLE WC CONNECTOR WHITE 330-850MM,https://www.screwfix.com/p/mcalpine-flexible-straight-adjustable-wc-connector-white-330-850mm/149cl,149CL,Screwfix,28.0,"https://media.screwfix.com/is/image/ae235/149CL_P, https://media.screwfix.com/is/image/ae235/149CL_A1, https://media.screwfix.com/is/image/ae235/149CL_A2",UK (Default),McAlpine,1,1,1,N/A,N/A,330.85,N/A,N/A,N/A,Adjustable WC Connector,Polypropylene,N/A,N/A,"Flexible polypropylene WC connector with adjustable length of 330-850mm. Features a 4” outlet to fit PVC-U and cast iron soil pipes, and 97-107mm inlet designed to suit all pan spigots. Enables easy fitting of WC pans in awkward installations.

Key Features:
• Polypropylene Construction
• 110mm Outlet
• 97-107mm Inlet"
FLOMASTA FLEXIBLE STRAIGHT PAN CONNECTOR WHITE 280 - 610MM,https://www.screwfix.com/p/flomasta-flexible-straight-pan-connector-white-280-610mm/610jn,610JN,Screwfix,10.19,"https://media.screwfix.com/is/image/ae235/610JN_A1, https://media.screwfix.com/is/image/ae235/610JN_A2, https://media.screwfix.com/is/image/ae235/610JN_A3, https://media.screwfix.com/is/image/ae235/610JN_P",UK (Default),Flomasta,1,1,1,N/A,N/A,280.61,N/A,N/A,N/A,Pan Connector,Polypropylene,N/A,N/A,"White polypropylene pan connector with push-fit connection. Flexible and extendable to enable easy installation of toilet pans in awkward spaces.

Key Features:
• Polypropylene Construction
• 110mm Outlet
• 90mm Inlet
• Distance Range 280-610mm
• Flexible & Extendable
• Can Not be Cut to Size"
RAWLPLUG 67-484 SANITARY FIXING KIT 12 PCS,https://www.screwfix.com/p/rawlplug-67-484-sanitary-fixing-kit-12-pcs/2561f,2561F,Screwfix,4.97,https://media.screwfix.com/is/image/ae235/2561F_P,UK (Default),Rawlplug,1,12,1,N/A,N/A,N/A,N/A,N/A,N/A,Sanitary Fixing Kit,N/A,N/A,N/A,"For fixing cisterns and basins. Suitable for plasterboard, solid walls and floors.

Key Features:
• Contents: Screws (4), 8mm Nylon Plugs (4), Multipurpose Plugs (2) & Countersunk Bushes (2)"
MCALPINE FLEXIBLE 90° ANGLED WC CONNECTOR WHITE 155MM,https://www.screwfix.com/p/mcalpine-flexible-90-angled-wc-connector-white-155mm/271jj,271JJ,Screwfix,36.77,"https://media.screwfix.com/is/image/ae235/271JJ_P, https://media.screwfix.com/is/image/ae235/271JJ_A1",UK (Default),McAlpine,1,1,1,N/A,N/A,0.155,N/A,N/A,N/A,WC Connector,Polypropylene,N/A,N/A,"Polypropylene. Inlet suits all pan spigots. Outlet fits 4"" (110mm) inside diameter PVC-U and cast iron soil pipe. Supplied with blanking cap.

Key Features:
• Polypropylene Construction
• 110mm Outlet
• 97-107mm Inlet
• 1 1/4"" Universal Vent Boss
• Length Closed: 220mm
• Length Open: 400mm"
FLUIDMASTER 22098 DUAL-FLUSH METAL LEVER WHITE/CHROME,https://www.screwfix.com/p/fluidmaster-22098-dual-flush-metal-lever-white-chrome/427jm,427JM,Screwfix,9.57,https://media.screwfix.com/is/image/ae235/427JM_P,UK (Default),Fluidmaster,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Metal Lever,Ceramic,N/A,N/A,"Chrome / ceramic cistern lever for use with toilet Cistern.

Key Features:
• Ceramic Dual-Flush
• Suitable for 20-24mm Cistern Holes
• Front-Mounted
• Fits Most UK Cisterns
• White Ceramic & Chrome-Plated Metal"
N/A CISTERN BLANKING PLUG 25MM,https://www.screwfix.com/p/n-a-cistern-blanking-plug-25mm/248jn,248JN,Screwfix,1.59,"https://media.screwfix.com/is/image/ae235/248JN_P, https://media.screwfix.com/is/image/ae235/248JN_A1",UK (Default),Flomasta,1,1,1,N/A,N/A,0.04,N/A,N/A,N/A,Cistern Blanking Plug,N/A,N/A,N/A,"Compact plug to blank-off unnecessary holes in most cisterns. Supplied with blanking plug, rubber washer and backing nut. Reliable and easy to install.

Key Features:
• Suitable Hole Size: 25mm
• 25mm Thread Size
• Strong Seal"
HIGHLIFE BATHROOMS DUAL-FLUSH CLOSE COUPLE CISTERN FLUSHING BUTTON BRUSHED BRASS,https://www.screwfix.com/p/highlife-bathrooms-dual-flush-close-couple-cistern-flushing-button-brushed-brass/217rw,217RW,Screwfix,10.19,"https://media.screwfix.com/is/image/ae235/217RW_A2, https://media.screwfix.com/is/image/ae235/217RW_A3, https://media.screwfix.com/is/image/ae235/217RW_A4, https://media.screwfix.com/is/image/ae235/217RW_P, https://media.screwfix.com/is/image/ae235/217RW_A1",UK (Default),Highlife Bathrooms,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Close Couple Cistern Flushing Button,Plastic,N/A,N/A,"Smooth action flush button, suitable for most dual flush close couple cisterns with top-push syphon. Long and short flush buttons with independent spindles, adjustable up to 125mm from cistern lid. Fits 38mm cistern lid hole. Complete with back nut for secure fixing.

Key Features:
• Plastic Dual-Flush
• Suitable for 38mm Cistern Holes
• Top or Front-Mounted
• Adjustable Spindles"
MCALPINE WC FRAME CONNECTOR KIT BLACK,https://www.screwfix.com/p/mcalpine-wc-frame-connector-kit-black/391cl,391CL,Screwfix,21.99,"https://media.screwfix.com/is/image/ae235/391CL_P, https://media.screwfix.com/is/image/ae235/391CL_A1, https://media.screwfix.com/is/image/ae235/391CL_A2",UK (Default),McAlpine,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,WC Frame Connector Kit,N/A,N/A,N/A,"WC frame connector kit includes components designed to connect a toilet bowl to a drainage system. Includes a WC connector with 90mm plain end, and flush pipe with finned seal connector. Suitable for in-wall WC frames.

Key Features:
• Push-Fit Connections
• Suitable for In-Wall WC Frames"
ESSENTIALS TOILET SEAT HINGES 2 PACK,https://www.screwfix.com/p/essentials-toilet-seat-hinges-2-pack/69548,69548,Screwfix,11.48,https://media.screwfix.com/is/image/ae235/69548_P,UK (Default),Essentials,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,Toilet Seat Hinges,N/A,N/A,PACK,"Chrome hinge kit for wooden toilet seat.

Key Features:
• Construction"
MCALPINE MACFIT RIGID 14° ANGLED TOILET PAN CONNECTOR WHITE 150MM,https://www.screwfix.com/p/mcalpine-macfit-rigid-14-angled-toilet-pan-connector-white-150mm/105hr,105HR,Screwfix,8.68,"https://media.screwfix.com/is/image/ae235/105HR_P, https://media.screwfix.com/is/image/ae235/105HR_A1",UK (Default),McAlpine,1,1,1,N/A,N/A,0.15,N/A,N/A,N/A,Toilet Pan Connector,EVA,N/A,N/A,"Manufactured in soft EVA material, allowing for easy connection to a toilet pan spigot. Contains finned seal outlet for secure connection to soil pipe. 97-107mm inlet suits all pan spigots. Outlet fits 4""/110mm inside diameter of PVC-U and cast iron soil pipe. Lock ring inlet seal to give a tight connection to the WC pan outlet.

Key Features:
• EVA Construction
• 110mm Outlet
• 97-107mm Inlet"
HIGHLIFE BATHROOMS WYE DUAL-FLUSH BUTTON FOR CONCEALED CISTERN CHROME,https://www.screwfix.com/p/highlife-bathrooms-wye-dual-flush-button-for-concealed-cistern-chrome/567hl,567HL,Screwfix,14.38,"https://media.screwfix.com/is/image/ae235/567HL_P, https://media.screwfix.com/is/image/ae235/567HL_A1",UK (Default),Highlife Bathrooms,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Button for Concealed Cistern,Steel,N/A,N/A,"Smooth-action, large round flush button with chrome finish. Suitable for most pneumatic dual-flush concealed cisterns. Concealed fixings.

Key Features:
• Steel Dual-Flush
• Suitable for 62mm Cistern Holes
• Front-Mounted"
VIVA SKYLO 3-PART DUAL-FLUSH SIPHON 215MM,https://www.screwfix.com/p/viva-skylo-3-part-dual-flush-siphon-215mm/284hr,284HR,Screwfix,12.28,https://media.screwfix.com/is/image/ae235/284HR_P,UK (Default),Viva,1,1,1,N/A,0.679,0.215,N/A,0.32,N/A,Siphons,N/A,N/A,N/A,"Easily adjusts in height to allow it to fit in most toilets. Internal overflow to prevent flooding. Dual-flush function and multiple flushing volumes give greater control.

Key Features:
• Demountable For Easy Servicing
• Dual-Flush
• Height Adjustable From 7 1/2""-9 1/2""
• Multiple Flushing Volumes
• Internal Overflow"
VIVA SIDE-ENTRY SKYLO FILL VALVE 15MM,https://www.screwfix.com/p/viva-side-entry-skylo-fill-valve-15mm/121hr,121HR,Screwfix,11.66,https://media.screwfix.com/is/image/ae235/121HR_P,UK (Default),Viva,1,1,1,0.032250 m2 (Calculated),0.001774 m3 (Calculated),0.215,0.15,0.055,N/A,Fill Valves,Plastic Body,N/A,N/A,"Small and compact, allowing it to fit in a variety of different cistern sizes. Delayed fill and a rotating float protected by a float shield mean it can squeeze into the tightest cisterns.

Key Features:
• Plastic Body & Brass Shank
• Height: 215mm
• Suitable for High & Low Pressure Systems
• Side-Entry Cisterns 1/2 ""
• 180° Rotating Float
• Delayed Fill
• Small & Compact"
BOTTOM OR SIDE-ENTRY FLUSH VALVE,https://www.screwfix.com/p/bottom-or-side-entry-flush-valve/960rm,960RM,Screwfix,35.69,"https://media.screwfix.com/is/image/ae235/960RM_P, https://media.screwfix.com/is/image/ae235/960RM_A1, https://media.screwfix.com/is/image/ae235/960RM_A2",UK (Default),Unbranded,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Flush Valves,Plastic Shank,N/A,N/A,"Close-coupled flush valve suitable for bottom or side-entry fitting. Features dual flush, adjustable flush levels and adjustable height overflow. Includes all fixings.

Key Features:
• Plastic Shank
• 2 Year Manufacturer's Guarantee (T&Cs Apply)
• Dual flush
• Adjustable Flush Levels
• Adjustable Height Overflow Tube"
"FLUIDMASTER WHITE 1.5"" FLUSH PIPE 16"" X 14""",https://www.screwfix.com/p/fluidmaster-white-1-5-flush-pipe-16-x-14-/53204,53204,Screwfix,7.19,https://media.screwfix.com/is/image/ae235/53204_P,UK (Default),Fluidmaster,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Flush Pipe,Plastic,N/A,N/A,"Flush pipe 16"" x 14"".

Key Features:
• Plastic"
FLOMASTA SIDE-ENTRY FLUSH VALVE PACK,https://www.screwfix.com/p/flomasta-side-entry-flush-valve-pack/806jn,806JN,Screwfix,18.89,"https://media.screwfix.com/is/image/ae235/806JN_A2, https://media.screwfix.com/is/image/ae235/806JN_A3, https://media.screwfix.com/is/image/ae235/806JN_A4, https://media.screwfix.com/is/image/ae235/806JN_P, https://media.screwfix.com/is/image/ae235/806JN_A1",UK (Default),Flomasta,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Flush Valves,Brass Shank,N/A,PACK,"Compact, side-entry flush valve kit. Features brass shank and easily assembled push button. Adjustable flush volume and overflow height. Suitable for most standard ceramic toilets with 2"" outlet hole and 1/2"" side inlet hole.

Key Features:
• Brass Shank
• 10 Year Manufacturer’s Guarantee (Registration Required, T&Cs Apply)
• Adjustable Flush Volume
• Silent Fill
• Push Button"
FLOMASTA BOTTOM-ENTRY INLET VALVE 25MM,https://www.screwfix.com/p/flomasta-bottom-entry-inlet-valve-25mm/969pw,969PW,Screwfix,10.19,"https://media.screwfix.com/is/image/ae235/969PW_A2, https://media.screwfix.com/is/image/ae235/969PW_A3, https://media.screwfix.com/is/image/ae235/969PW_A4, https://media.screwfix.com/is/image/ae235/969PW_P, https://media.screwfix.com/is/image/ae235/969PW_A1",UK (Default),Flomasta,1,1,1,0.031702 m2 (Calculated),0.002083 m3 (Calculated),0.262,0.121,0.06570000000000001,N/A,Fill Valves,Plastic Body,N/A,N/A,"Bottom-entry inlet valve which is compact and easy to install. The quiet fill technology keeps noise to a minimum whilst keeping working water level stable. Includes float and float arm.

Key Features:
• Plastic Body & Brass Shank
• Height: 262mm
• Suitable for High & Low Pressure Systems
• For Cisterns with Bottom Inlet Hole"
HIGHLIFE BATHROOMS DUAL-FLUSH CLOSE COUPLE CISTERN FLUSHING BUTTON MATT BLACK,https://www.screwfix.com/p/highlife-bathrooms-dual-flush-close-couple-cistern-flushing-button-matt-black/102rw,102RW,Screwfix,5.09,"https://media.screwfix.com/is/image/ae235/102RW_A2, https://media.screwfix.com/is/image/ae235/102RW_A3, https://media.screwfix.com/is/image/ae235/102RW_A4, https://media.screwfix.com/is/image/ae235/102RW_P, https://media.screwfix.com/is/image/ae235/102RW_A1",UK (Default),Highlife Bathrooms,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Close Couple Cistern Flushing Button,Plastic,N/A,N/A,"Smooth action flush button, suitable for most dual flush close couple cisterns with top-push syphon. Long and short flush buttons with independent spindles, adjustable up to 125mm from cistern lid. Fits 38mm cistern lid hole. Complete with back nut for secure fixing.

Key Features:
• Plastic Dual-Flush
• Suitable for 38mm Cistern Holes
• Top or Front-Mounted
• Adjustable Spindles"
FLUIDMASTER DUAL-FLUSH PNEUMATIC BUTTON POLISHED CHROME,https://www.screwfix.com/p/fluidmaster-dual-flush-pneumatic-button-polished-chrome/562jm,562JM,Screwfix,17.89,https://media.screwfix.com/is/image/ae235/562JM_P,UK (Default),Fluidmaster,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Pneumatic Button,Steel,N/A,N/A,"Pneumatic dual flush button for use with Fluidmaster pneumatic concealed cisterns.

Key Features:
• Steel Dual-Flush
• Suitable for 72mm - 78mm Cistern Holes
• Front-Mounted
• Air Operated (Pneumatic)
• Fits Fluidmaster Pneumatic Cistern"
"FLOMASTA 1 1/2"" DUAL FLUSH VALVE",https://www.screwfix.com/p/flomasta-1-1-2-dual-flush-valve/171pw,171PW,Screwfix,12.29,"https://media.screwfix.com/is/image/ae235/171PW_P, https://media.screwfix.com/is/image/ae235/171PW_A1, https://media.screwfix.com/is/image/ae235/171PW_A2",UK (Default),Flomasta,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Flush Valves,N/A,N/A,N/A,"Compact, lever operated, water-saving dual flush valve. Provides a stable flush volume under different water pressures and improves water efficiency with a half or full flush option. Fitted with a corrosion-resistant silicone gasket. Adjustable overflow tube height without the need to cut. Perfect for retro-fit repairs and iadapts to most toilets and cisterns.

Key Features:
• Easy to Install
• Half or Full Flush Options
• 200,000 Life Cycle Tested
• Fits 1 1/2"" Outlet"
THOMAS DUDLEY LTD NIAGARA PUSH-BUTTON OUTLET VALVE,https://www.screwfix.com/p/thomas-dudley-ltd-niagara-push-button-outlet-valve/7971f,7971F,Screwfix,27.97,"https://media.screwfix.com/is/image/ae235/7971F_A1, https://media.screwfix.com/is/image/ae235/7971F_A2, https://media.screwfix.com/is/image/ae235/7971F_A3, https://media.screwfix.com/is/image/ae235/7971F_P",UK (Default),Thomas Dudley Ltd,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Flush Valves,N/A,N/A,N/A,"Mechanical dual-flush outlet valve. Manually operated, fits into most ceramic and plastic cisterns with internal heights of 330-408mm. Designed for close-coupled or low level toilet cisterns. 51mm (2"") outlet.

Key Features:
• Water Efficient
• Water Saving Dual-Flush
• Easy to Install
• Manufactured in the UK
• Manually Operated
• Fits Most Ceramic & Plastic cisterns with Internal Heights of 330-408mm
• Easy to Install & Designed for Close-Coupled or Low Level Toilet Cisterns
• 51mm (2"") outlet with optional (1.5"") adaptor
• Supplied with Chrome Plated Pushbutton
• Complies with Regulators Specifications"
EUROFLO FLEXIBLE 90° ANGLED SHORT PAN CONNECTOR WHITE 330-500MM,https://www.screwfix.com/p/euroflo-flexible-90-angled-short-pan-connector-white-330-500mm/1807r,1807R,Screwfix,18.99,https://media.screwfix.com/is/image/ae235/1807R_P,UK (Default),Euroflo,1,1,1,N/A,N/A,330.5,N/A,N/A,N/A,Short Pan Connector,Plastic,N/A,N/A,"Flexible, 90°, space saving pan connector. Adjustable length from 330-500mm. Flexible section is reinforced with stainless steel. 1¼"" Unifix compression fitting for waste pipe to save space under the sink. Suitable for 110mm (4"") plastic, cast iron or clay pipework.

Key Features:
• Plastic Construction
• 4"" Outlet
• 110mm Inlet
• Adjustable Length from 330-500mm
• Stainless Steel-Reinforced Flexible Section
• Manufactured in the UK"
"THOMAS DUDLEY LTD BBS AUTOMATIC URINAL SIPHON 6 1/4"" 82MM",https://www.screwfix.com/p/thomas-dudley-ltd-bbs-automatic-urinal-siphon-6-1-4-82mm/8559r,8559R,Screwfix,18.7,"https://media.screwfix.com/is/image/ae235/8559R_P, https://media.screwfix.com/is/image/ae235/8559R_A1, https://media.screwfix.com/is/image/ae235/8559R_A2",UK (Default),Thomas Dudley Ltd,1,1,1,N/A,0.009000000000000001,0.082,N/A,0.258,N/A,Siphons,N/A,N/A,N/A,"Automatic urinal siphon. Manufactured in the UK.

Key Features:
• Manufactured in the UK"
"FLOMASTA PLASTIC & BRASS PART 3 SIDE ENTRY FILL VALVE 1/2""",https://www.screwfix.com/p/flomasta-plastic-brass-part-3-side-entry-fill-valve-1-2-/155pw,155PW,Screwfix,10.69,"https://media.screwfix.com/is/image/ae235/155PW_A1, https://media.screwfix.com/is/image/ae235/155PW_A2, https://media.screwfix.com/is/image/ae235/155PW_A3, https://media.screwfix.com/is/image/ae235/155PW_P",UK (Default),Flomasta,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Fill Valves,Plastic & Brass,N/A,N/A,"Compact design fill valve compatible with side entry inlet toilets. Quiet fill technology to keep noise to a minimum. Easily adjustable working water level and filling direction. Includes 2 sealing gaskets.

Key Features:
• Side-Entry
• 1/2"" Float Connection
• Brass Shank"
THOMAS DUDLEY LTD ACCLAIM BOTTOM-ENTRY DUAL-FLUSH LEVER CISTERN 9LTR,https://www.screwfix.com/p/thomas-dudley-ltd-acclaim-bottom-entry-dual-flush-lever-cistern-9ltr/8836f,8836F,Screwfix,61.86,"https://media.screwfix.com/is/image/ae235/8836F_P, https://media.screwfix.com/is/image/ae235/8836F_A1, https://media.screwfix.com/is/image/ae235/8836F_A2",UK (Default),Thomas Dudley Ltd,1,1,1,0.160080 m2 (Calculated),0.024652 m3 (Calculated),0.34800000000000003,0.46,0.154,N/A,Bottom-Entry Dual-Flush Lever Cistern,N/A,N/A,N/A,"Dual-flush cistern with built in internal overflow for use in high and low level installations. Suitable for light and medium duty, domestic and commercial applications.

Key Features:
• White Lever Handle
• Dual-Flush
• High Impact Plastic Construction
• 6 / 7 / 9Ltr Convertible Full Flush
• Manufactured in the UK
• Water Saving"
FLUIDMASTER 2000G-032-30 COMPACT CONCEALED CISTERN PRE-ASSEMBLED 6/4LTR,https://www.screwfix.com/p/fluidmaster-2000g-032-30-compact-concealed-cistern-pre-assembled-6-4ltr/771jm,771JM,Screwfix,49.89,"https://media.screwfix.com/is/image/ae235/771JM_P, https://media.screwfix.com/is/image/ae235/771JM_A1, https://media.screwfix.com/is/image/ae235/771JM_A2",UK (Default),Fluidmaster,1,1,1,0.104470 m2 (Calculated),0.014103 m3 (Calculated),0.31,0.337,0.135,N/A,Compact Concealed Cistern Pre-Assembled,N/A,N/A,N/A,"Compact concealed cistern suitable for modern, narrow 500mm furniture. Supplied with dual flush valve, water-saving fill valve and fittings. Factory set to 5 litre full flush and 3 litre partial flush. Pre-assembled.

Key Features:
• Chrome Plated Dual Flush Button
• Dual-Flush
• Pre-Assembled"
FLUIDMASTER 22118 TOILET SEAT HINGES 9 PIECES,https://www.screwfix.com/p/fluidmaster-22118-toilet-seat-hinges-9-pieces/563jm,563JM,Screwfix,5.69,https://media.screwfix.com/is/image/ae235/563JM_P,UK (Default),Fluidmaster,1,9,1,N/A,N/A,N/A,N/A,N/A,N/A,Toilet Seat Hinges,N/A,N/A,N/A,"Hinges suitable for most toilet seats. Supplied with fitting components.

Key Features:
• Construction
• White"
FLUIDMASTER 22122 WC PAN / BIDET FLOOR FIXING KIT 8 PIECES,https://www.screwfix.com/p/fluidmaster-22122-wc-pan-bidet-floor-fixing-kit-8-pieces/732jm,732JM,Screwfix,3.79,"https://media.screwfix.com/is/image/ae235/732JM_P, https://media.screwfix.com/is/image/ae235/732JM_A1",UK (Default),Fluidmaster,1,8,1,N/A,N/A,N/A,N/A,N/A,N/A,WC Pan / Bidet Floor Fixing Kit,N/A,N/A,N/A,"Fixing kit for fastening a ceramic toilet bowl or bidet to the floor.

Key Features:
• Suitable For Ceramic / China Sanitaryware"
THOMAS DUDLEY LTD TURBO 88 SIPHON SPARES SET 7 PIECES,https://www.screwfix.com/p/thomas-dudley-ltd-turbo-88-siphon-spares-set-7-pieces/3490r,3490R,Screwfix,7.26,"https://media.screwfix.com/is/image/ae235/3490R_P, https://media.screwfix.com/is/image/ae235/3490R_A1",UK (Default),Thomas Dudley Ltd,1,7,1,N/A,N/A,N/A,N/A,N/A,N/A,Siphon Spares Set,N/A,N/A,N/A,"Turbo 88 siphon spares set with easy fitting diaphragm washers and O-rings. Includes rubber piston washer for converting from dual-flush to single-flush (pre 2001) and 17mm plastic washers for a single-flush siphon.

Key Features:
• UK Manufactured"
"THOMAS DUDLEY LTD SIDE-ENTRY DELAY FILL BRASS TAIL PROFESSIONAL INLET VALVE 1/2""",https://www.screwfix.com/p/thomas-dudley-ltd-side-entry-delay-fill-brass-tail-professional-inlet-valve-1-2-/8395r,8395R,Screwfix,21.21,"https://media.screwfix.com/is/image/ae235/8395R_P, https://media.screwfix.com/is/image/ae235/8395R_A1, https://media.screwfix.com/is/image/ae235/8395R_A2",UK (Default),Thomas Dudley Ltd,1,1,1,0.024975 m2 (Calculated),0.001873 m3 (Calculated),0.185,0.135,0.075,N/A,Fill Valves,Plastic Body,N/A,N/A,"Hydroflo ½"" side-inlet valve with brass tail and delay-fill facility. Supplied with silence tube and key for simple and safe removal of the filter. Quiet refill. Features 2 built-in backflow prevention devices. Ideal replacement for most plastic and ceramic exposed and concealed cisterns. ½"" brass shank.

Key Features:
• Plastic Body & Brass Shank
• Height: 185mm
• Suitable for High & Low Pressure Systems
• For use with most Plastic & Ceramic, Exposed & Concelead Cisterns
• Water Efficient
• Float Arm Prevents Detachment
• Brass Tail Prevents Cross-Threading"
FLUIDMASTER TOILET FLUSH VALVE & HANDLE KIT,https://www.screwfix.com/p/fluidmaster-toilet-flush-valve-handle-kit/50692,50692,Screwfix,19.69,https://media.screwfix.com/is/image/ae235/50692_P,UK (Default),Fluidmaster,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Flush Valves,N/A,N/A,N/A,"Plastic and brass construction. Fluidmaster water-saving flush valve and front handle adaptor kit.

Key Features:
• Unique Water-Saving Adjust-A-Flush Valve
• Replaces Old-Style Siphon
• Works With Existing Front-Mounted Cistern Handle
• Works Efficiently With Todays 6Ltr Cisterns
• Fits Most Toilet Cisterns With 1 1/2-2"" Outlet
• Internal Overflow Eliminates Need for External Plumbing"
"THOMAS DUDLEY LTD PLASTIC PART 3 BETA PLUS BOTTOM-INLET FLOAT VALVE 1/2""",https://www.screwfix.com/p/thomas-dudley-ltd-plastic-part-3-beta-plus-bottom-inlet-float-valve-1-2-/944gx,944GX,Screwfix,6.62,"https://media.screwfix.com/is/image/ae235/944GX_A3, https://media.screwfix.com/is/image/ae235/944GX_A4, https://media.screwfix.com/is/image/ae235/944GX_A5, https://media.screwfix.com/is/image/ae235/944GX_P, https://media.screwfix.com/is/image/ae235/944GX_A1, https://media.screwfix.com/is/image/ae235/944GX_A2",UK (Default),Thomas Dudley Ltd,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Float Valves,Plastic,N/A,N/A,"Features the ability to move the arm to either the left or right from standard positions so it does not foul against the cistern or siphon body. Fits virtually all float-operated cisterns. Swivel adjustment allows float to be fixed through 180°.

Key Features:
• Bottom-Entry
• 1/2"" Float Connection
• Highly Adjustable
• Easy Installation"
